"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Zach Gallant","C","PBO","18.533","54","6","10","1","16","17","81","7.41","0.11","0.19","0.02","0.3","0.31","1.5","694.12","12.85","0.52","0.86","0.09","1.38","1.47","7.0","13.96","14.46","44.71","50.67","4.8","50.0","33","33","1","15","6.67","1","9","11.11","4","57","7.02","464","836","55.5"
"","Daniel D'Amico","C","WSR","16.641","59","10","6","1","16","17","57","17.54","0.17","0.1","0.02","0.27","0.29","0.97","602.68","10.21","1.0","0.6","0.1","1.59","1.69","5.67","13.72","13.94","51.38","51.03","5.0","56.52","26","20","4","16","25.0","5","12","41.67","1","29","3.45","5","11","45.45"
"","Rasmus Sandin","D","SSM","17.528","51","8","7","13","15","28","64","12.5","0.16","0.14","0.25","0.29","0.55","1.25","946.51","18.56","0.51","0.44","0.82","0.95","1.77","4.06","14.19","14.17","63.71","48.66","-2.89","62.39","73","44","3","6","50.0","2","4","50.0","3","54","5.56","0","0","0.0"
"","Greg Meireles","RW","KIT","18.708","55","9","6","9","15","24","89","10.11","0.16","0.11","0.16","0.27","0.44","1.62","705.39","12.83","0.77","0.51","0.77","1.28","2.04","7.57","14.55","14.31","53.95","48.74","-0.92","52.11","37","34","4","19","21.05","1","23","4.35","4","47","8.51","239","508","47.05"
"","Gera Poddubnyi","C","ER","18.273","65","10","5","7","15","22","110","9.09","0.15","0.08","0.11","0.23","0.34","1.69","793.43","12.21","0.76","0.38","0.53","1.13","1.66","8.32","14.13","13.87","45.65","50.22","-12.54","34.18","27","52","2","14","14.29","5","18","27.78","3","78","3.85","306","623","49.12"
"","Kyle MacLean","C","OSH","18.385","44","7","8","7","15","22","60","11.67","0.16","0.18","0.16","0.34","0.5","1.36","542.47","12.33","0.77","0.88","0.77","1.66","2.43","6.64","13.36","14.33","50.96","49.87","3.07","53.7","29","25","2","9","22.22","2","12","16.67","3","39","7.69","163","332","49.1"
"","Oliver Castleman","LW","NIAG","18.004","64","9","6","6","15","21","81","11.11","0.14","0.09","0.09","0.23","0.33","1.27","747.87","11.69","0.72","0.48","0.48","1.2","1.68","6.5","13.11","14.17","50.21","49.38","-6.53","45.07","32","39","0","17","0.0","5","14","35.71","4","50","8.0","4","16","25.0"
"","Alexey Lipanov","C","BAR/SBY","18.084","55","6","9","5","15","20","66","9.09","0.11","0.16","0.09","0.27","0.36","1.2","670.04","12.18","0.54","0.81","0.45","1.34","1.79","5.91","14.43","14.27","53.03","50.85","3.96","51.43","36","34","2","9","22.22","2","7","28.57","2","50","4.0","294","678","43.36"
"","Sam Bitten","C","OTT","17.49","68","7","8","5","15","20","65","10.77","0.1","0.12","0.07","0.22","0.29","0.96","707.12","10.4","0.59","0.68","0.42","1.27","1.7","5.52","12.89","13.74","44.41","51.41","-5.1","42.86","27","36","2","15","13.33","0","14","0.0","5","36","13.89","216","493","43.81"
"","William Sirman","C","WSR","17.87","66","6","9","3","15","18","68","8.82","0.09","0.14","0.05","0.23","0.27","1.03","766.71","11.62","0.47","0.7","0.23","1.17","1.41","5.32","14.09","13.87","50.62","49.72","4.97","55.38","36","29","2","14","14.29","2","7","28.57","2","47","4.26","204","405","50.37"
"","Christopher Paquette","C","PBO","19.475","61","8","7","1","15","16","109","7.34","0.13","0.11","0.02","0.25","0.26","1.79","824.72","13.52","0.58","0.51","0.07","1.09","1.16","7.93","13.62","14.03","44.48","50.65","-11.8","35.29","30","55","2","12","16.67","1","21","4.76","5","76","6.58","289","503","57.46"
"","Marcus Crawford","D","SAG","20.49","68","4","10","15","14","29","144","2.78","0.06","0.15","0.22","0.21","0.43","2.12","1287.76","18.94","0.19","0.47","0.7","0.65","1.35","6.71","13.08","14.22","45.98","50.13","8.17","50.0","70","70","0","0","0.0","1","6","16.67","3","138","2.17","0","0","0.0"
"","Jacob Friend","D","OS","20.137","61","1","13","10","14","24","90","1.11","0.02","0.21","0.16","0.23","0.39","1.48","1139.16","18.67","0.05","0.68","0.53","0.74","1.26","4.74","14.61","14.46","54.14","50.2","-0.76","53.59","82","71","0","0","0.0","0","2","0.0","1","88","1.14","0","0","0.0"
"","Conor Timmins","D","SSM","18.996","36","3","11","9","14","23","64","4.69","0.08","0.31","0.25","0.39","0.64","1.78","615.42","17.09","0.29","1.07","0.88","1.36","2.24","6.24","13.99","13.94","63.7","48.19","-1.28","61.76","42","26","2","3","66.67","0","2","0.0","1","59","1.69","0","0","0.0"
"","Austin McEneny","D","WSR/KIT","20.436","61","6","8","8","14","22","73","8.22","0.1","0.13","0.13","0.23","0.36","1.2","1118.52","18.34","0.32","0.43","0.43","0.75","1.18","3.92","14.33","14.15","52.73","49.71","-5.07","52.07","63","58","1","3","33.33","0","1","0.0","5","69","7.25","0","0","0.0"
"","Brady Lyle","D","OS/NB","18.281","63","8","6","8","14","22","103","7.77","0.13","0.1","0.13","0.22","0.35","1.63","944.54","14.99","0.51","0.38","0.51","0.89","1.4","6.54","14.04","13.8","52.21","49.12","10.34","59.63","65","44","3","6","50.0","0","7","0.0","5","90","5.56","0","0","0.0"
"","Sean Durzi","D","OS","18.905","40","8","6","8","14","22","84","9.52","0.2","0.15","0.2","0.35","0.55","2.1","723.33","18.08","0.66","0.5","0.66","1.16","1.82","6.97","14.76","14.28","54.07","49.55","13.56","59.78","55","37","1","3","33.33","2","3","66.67","5","78","6.41","0","0","0.0"
"","Bobby Dow","RW","PBO","18.864","63","9","5","6","14","20","82","10.98","0.14","0.08","0.1","0.22","0.32","1.3","719.05","11.41","0.75","0.42","0.5","1.17","1.67","6.84","13.72","13.86","44.07","51.54","1.34","44.93","31","38","4","22","18.18","2","14","14.29","3","46","6.52","17","52","32.69"
"","Noel Hoefenmayer","D","OTT","18.694","65","6","8","6","14","20","79","7.59","0.09","0.12","0.09","0.22","0.31","1.22","1019.87","15.69","0.35","0.47","0.35","0.82","1.18","4.65","14.5","14.15","47.2","53.06","4.22","48.72","57","60","1","1","100.0","0","5","0.0","5","73","6.85","0","0","0.0"
"","Jakob Brahaney","D","KGN","18.478","67","4","10","5","14","19","92","4.35","0.06","0.15","0.07","0.21","0.28","1.37","1141.79","17.04","0.21","0.53","0.26","0.74","1.0","4.83","14.57","13.99","52.97","49.11","10.89","59.84","73","49","0","3","0.0","1","7","14.29","3","82","3.66","0","3","0.0"
"","David Levin","LW","SBY","18.002","46","8","6","4","14","18","84","9.52","0.17","0.13","0.09","0.3","0.39","1.83","650.34","14.14","0.74","0.55","0.37","1.29","1.66","7.75","13.96","14.19","44.6","53.48","-13.82","32.43","24","50","3","11","27.27","2","11","18.18","3","62","4.84","159","321","49.53"
"","Tyler Angle","C","WSR","16.961","67","10","4","3","14","17","103","9.71","0.15","0.06","0.04","0.21","0.25","1.54","837.7","12.5","0.72","0.29","0.21","1.0","1.22","7.38","14.08","13.69","52.43","49.63","-15.51","40.0","30","45","4","24","16.67","4","14","28.57","2","65","3.08","297","618","48.06"
"","Joe Carroll","LW","SSM","16.622","53","9","5","2","14","16","53","16.98","0.17","0.09","0.04","0.26","0.3","1.0","551.1","10.4","0.98","0.54","0.22","1.52","1.74","5.77","13.85","13.33","61.66","49.0","-18.22","48.0","24","26","1","5","20.0","3","10","30.0","5","38","13.16","60","112","53.57"
"","Jamieson Rees","C","SAR","16.553","46","4","10","2","14","16","53","7.55","0.09","0.22","0.04","0.3","0.35","1.15","448.55","9.75","0.54","1.34","0.27","1.87","2.14","7.09","13.39","13.52","55.94","51.07","-2.72","56.1","23","18","0","9","0.0","1","13","7.69","3","31","9.68","106","242","43.8"
"","Kyle Rhodes","D","SBY","19.727","57","10","4","2","14","16","91","10.99","0.18","0.07","0.04","0.25","0.28","1.6","911.22","15.99","0.66","0.26","0.13","0.92","1.05","5.99","13.13","14.06","44.27","53.4","1.15","42.06","45","62","2","3","66.67","0","1","0.0","8","87","9.2","0","1","0.0"
"","Hunter Holmes","C","FLNT","17.643","40","9","5","2","14","16","57","15.79","0.23","0.12","0.05","0.35","0.4","1.43","489.53","12.24","1.1","0.61","0.25","1.72","1.96","6.99","13.58","14.04","36.36","52.23","3.38","37.74","20","33","5","16","31.25","1","7","14.29","3","34","8.82","164","380","43.16"
"","Ryan Stepien","RW","SAG","15.992","50","10","4","1","14","15","54","18.52","0.2","0.08","0.02","0.28","0.3","1.08","523.32","10.47","1.15","0.46","0.11","1.61","1.72","6.19","13.19","13.63","44.19","53.4","2.86","46.51","20","23","1","12","8.33","2","4","50.0","7","38","18.42","7","13","53.85"
"","Connor McMichael","C","HAM/LDN","16.668","60","8","6","0","14","14","83","9.64","0.13","0.1","0.0","0.23","0.23","1.38","643.96","10.73","0.75","0.56","0.0","1.3","1.3","7.73","12.99","13.66","52.1","48.76","-10.92","42.86","24","32","4","16","25.0","2","22","9.09","2","45","4.44","110","256","42.97"
"","Rickard Hugg","C","KIT","18.662","66","6","7","13","13","26","87","6.9","0.09","0.11","0.2","0.2","0.39","1.32","850.05","12.88","0.42","0.49","0.92","0.92","1.84","6.14","14.59","14.0","54.7","48.74","-6.15","49.41","42","43","0","10","0.0","3","16","18.75","3","61","4.92","257","528","48.67"
"","Justin Murray","D","BAR","19.07","62","5","8","8","13","21","112","4.46","0.08","0.13","0.13","0.21","0.34","1.81","997.8","16.09","0.3","0.48","0.48","0.78","1.26","6.73","13.29","14.23","58.17","49.8","-2.68","56.91","70","53","1","5","20.0","0","3","0.0","4","104","3.85","0","0","0.0"
"","Igor Larionov","RW","WSR","19.064","32","4","9","6","13","19","35","11.43","0.12","0.28","0.19","0.41","0.59","1.09","417.89","13.06","0.57","1.29","0.86","1.87","2.73","5.03","14.03","13.75","51.35","48.69","15.59","68.42","26","12","2","11","18.18","0","4","0.0","2","20","10.0","30","61","49.18"
"","Ben Hawerchuk","LW","BAR","19.475","52","7","6","5","13","18","96","7.29","0.13","0.12","0.1","0.25","0.35","1.85","603.14","11.6","0.7","0.6","0.5","1.29","1.79","9.55","13.76","14.1","58.66","48.76","-12.48","47.62","30","33","1","18","5.56","0","13","0.0","6","65","9.23","153","353","43.34"
"","Cole Candella","D","SBY","19.59","68","3","10","5","13","18","96","3.12","0.04","0.15","0.07","0.19","0.26","1.41","1146.75","16.86","0.16","0.52","0.26","0.68","0.94","5.02","13.09","13.72","43.79","51.29","-5.98","38.97","53","83","0","2","0.0","2","7","28.57","1","87","1.15","1","1","100.0"
"","Hayden Fowler","C","SSM/ER","15.978","61","7","6","5","13","18","67","10.45","0.11","0.1","0.08","0.21","0.3","1.1","608.38","9.97","0.69","0.59","0.49","1.28","1.78","6.61","13.49","13.58","48.31","47.67","1.45","53.06","26","23","3","10","30.0","1","12","8.33","3","45","6.67","124","259","47.88"
"","Chase Campbell","RW","OS","19.231","57","3","10","5","13","18","70","4.29","0.05","0.18","0.09","0.23","0.32","1.23","681.84","11.96","0.26","0.88","0.44","1.14","1.58","6.16","14.09","13.74","52.87","50.43","-10.81","45.07","32","39","1","9","11.11","0","10","0.0","2","51","3.92","5","16","31.25"
"","Macauley Carson","LW","SBY","18.516","48","8","5","4","13","17","50","16.0","0.17","0.1","0.08","0.27","0.35","1.04","613.51","12.78","0.78","0.49","0.39","1.27","1.66","4.89","13.82","14.39","44.37","53.25","-2.04","39.34","24","37","2","15","13.33","2","11","18.18","4","24","16.67","137","230","59.57"
"","Aidan Brown","RW","BAR","17.983","57","7","6","3","13","16","77","9.09","0.12","0.11","0.05","0.23","0.28","1.35","518.07","9.09","0.81","0.69","0.35","1.51","1.85","8.92","12.79","14.04","55.91","48.54","0.25","58.14","25","18","3","10","30.0","1","10","10.0","3","57","5.26","4","9","44.44"
"","Bradey Johnson","C","NIAG","17.731","55","10","3","3","13","16","73","13.7","0.18","0.05","0.05","0.24","0.29","1.33","538.89","9.8","1.11","0.33","0.33","1.45","1.78","8.13","12.58","13.92","45.44","47.99","-6.57","44.19","19","24","3","10","30.0","2","17","11.76","5","46","10.87","29","75","38.67"
"","Daylon Groulx","RW","OS","17.276","56","10","3","3","13","16","77","12.99","0.18","0.05","0.05","0.23","0.29","1.38","534.49","9.54","1.12","0.34","0.34","1.46","1.8","8.64","13.91","13.43","52.59","48.19","2.78","55.56","25","20","4","18","22.22","2","8","25.0","4","51","7.84","34","70","48.57"
"","Jake Goldowski","RW","SAG","17.361","40","8","5","2","13","15","62","12.9","0.2","0.12","0.05","0.33","0.38","1.55","525.19","13.13","0.91","0.57","0.23","1.49","1.71","7.08","14.29","13.79","46.2","51.84","10.71","47.92","23","25","4","12","33.33","2","6","33.33","2","44","4.55","47","84","55.95"
"","Chad Yetman","RW","ER","17.577","56","9","4","2","13","15","59","15.25","0.16","0.07","0.04","0.23","0.27","1.05","635.33","11.35","0.85","0.38","0.19","1.23","1.42","5.57","13.48","13.3","43.55","50.11","-2.37","42.37","25","34","4","15","26.67","1","6","16.67","4","38","10.53","11","36","30.56"
"","Jack Wismer","RW","FLNT","17.561","67","6","7","1","13","14","95","6.32","0.09","0.1","0.01","0.19","0.21","1.42","718.09","10.72","0.5","0.58","0.08","1.09","1.17","7.94","13.45","13.72","35.36","51.43","3.82","38.24","26","42","3","25","12.0","2","17","11.76","1","53","1.89","72","203","35.47"
"","Alec Regula","D","LDN","17.112","67","7","5","11","12","23","74","9.46","0.1","0.07","0.16","0.18","0.34","1.1","1095.82","16.36","0.38","0.27","0.6","0.66","1.26","4.05","14.63","14.11","52.99","49.11","6.33","55.75","63","50","1","6","16.67","3","8","37.5","3","60","5.0","2","2","100.0"
"","Hayden Davis","D","SAG","18.158","68","3","9","9","12","21","65","4.62","0.04","0.13","0.13","0.18","0.31","0.96","1144.5","16.83","0.16","0.47","0.47","0.63","1.1","3.41","13.42","14.06","45.77","50.35","5.06","48.74","58","61","0","2","0.0","1","3","33.33","2","60","3.33","0","1","0.0"
"","Hayden McCool","LW","OSH","20.433","59","8","4","7","12","19","86","9.3","0.14","0.07","0.12","0.2","0.32","1.46","672.55","11.4","0.71","0.36","0.62","1.07","1.7","7.67","13.15","14.07","50.74","47.77","-2.46","47.54","29","32","4","17","23.53","1","8","12.5","3","61","4.92","166","336","49.4"
"","Billy Moskal","C","LDN","17.487","66","5","7","6","12","18","63","7.94","0.08","0.11","0.09","0.18","0.27","0.95","761.41","11.54","0.39","0.55","0.47","0.95","1.42","4.96","13.72","13.9","50.1","48.99","-4.74","47.62","30","33","0","8","0.0","0","7","0.0","5","48","10.42","381","652","58.44"
"","Jalen Smereck","D","FLNT","20.668","46","6","6","6","12","18","122","4.92","0.13","0.13","0.13","0.26","0.39","2.65","894.9","19.45","0.4","0.4","0.4","0.8","1.21","8.18","13.32","14.13","35.9","53.42","-3.68","31.86","36","77","0","6","0.0","1","4","25.0","5","112","4.46","0","0","0.0"
"","Andy Baker","RW","NB","18.341","63","5","7","6","12","18","64","7.81","0.08","0.11","0.1","0.19","0.29","1.02","629.94","10.0","0.48","0.67","0.57","1.14","1.71","6.1","14.12","13.57","47.24","48.89","4.2","52.08","25","23","3","17","17.65","1","10","10.0","1","37","2.7","5","12","41.67"
"","Merrick Rippon","D","MISS/OTT","17.388","68","4","8","5","12","17","79","5.06","0.06","0.12","0.07","0.18","0.25","1.16","880.48","12.95","0.27","0.55","0.34","0.82","1.16","5.38","13.82","13.96","47.41","50.8","0.4","48.91","45","47","1","3","33.33","0","0","0.0","3","76","3.95","0","0","0.0"
"","Danny Katic","LW","SAG","17.117","55","4","8","3","12","15","48","8.33","0.07","0.15","0.05","0.22","0.27","0.87","571.55","10.39","0.42","0.84","0.31","1.26","1.57","5.04","12.89","13.75","44.23","52.65","-4.47","44.19","19","24","3","8","37.5","0","3","0.0","1","37","2.7","5","12","41.67"
"","Ethan Keppen","LW","FLNT","16.493","63","9","3","3","12","15","99","9.09","0.14","0.05","0.05","0.19","0.24","1.57","686.39","10.9","0.79","0.26","0.26","1.05","1.31","8.65","13.69","13.95","36.04","52.36","0.84","36.92","24","41","4","14","28.57","3","13","23.08","2","72","2.78","7","16","43.75"
"","Josh Nelson","C","LDN","18.308","65","7","5","2","12","14","50","14.0","0.11","0.08","0.03","0.18","0.22","0.77","643.02","9.89","0.65","0.47","0.19","1.12","1.31","4.67","12.84","13.56","48.27","48.44","-13.83","40.43","19","28","4","13","30.77","1","7","14.29","2","30","6.67","138","297","46.46"
"","Noah Carroll","D","SSM","19.79","65","5","6","13","11","24","86","5.81","0.08","0.09","0.2","0.17","0.37","1.32","1010.52","15.55","0.3","0.36","0.77","0.65","1.43","5.11","13.99","14.25","63.3","49.56","-6.01","59.82","67","45","1","4","25.0","0","3","0.0","4","79","5.06","0","0","0.0"
"","Dmitri Samorukov","D","GUE","18.254","62","6","5","9","11","20","110","5.45","0.1","0.08","0.15","0.18","0.32","1.77","1013.69","16.35","0.36","0.3","0.53","0.65","1.18","6.51","14.42","14.39","44.05","52.65","5.25","46.43","52","60","1","4","25.0","0","7","0.0","5","99","5.05","0","1","0.0"
"","Adam Thilander","D","NB","18.996","68","6","5","8","11","19","125","4.8","0.09","0.07","0.12","0.16","0.28","1.84","1148.48","16.89","0.31","0.26","0.42","0.57","0.99","6.53","13.97","14.08","48.93","50.27","1.11","48.36","59","63","1","2","50.0","0","0","0.0","5","123","4.07","0","0","0.0"
"","Theo Calvas","D","SAR","19.113","68","3","8","7","11","18","73","4.11","0.04","0.12","0.1","0.16","0.26","1.07","1143.49","16.82","0.16","0.42","0.37","0.58","0.94","3.83","13.34","14.47","55.73","50.66","-0.23","56.58","86","66","1","1","100.0","1","1","100.0","1","71","1.41","0","0","0.0"
"","Chris Playfair","LW","WSR","17.295","66","4","7","5","11","16","60","6.67","0.06","0.11","0.08","0.17","0.24","0.91","722.98","10.95","0.33","0.58","0.41","0.91","1.33","4.98","13.93","13.96","51.91","51.14","-6.92","46.55","27","31","2","16","12.5","0","11","0.0","2","33","6.06","222","410","54.15"
"","Cole Schwindt","RW","MISS","16.395","66","6","5","5","11","16","70","8.57","0.09","0.08","0.08","0.17","0.24","1.06","624.81","9.47","0.58","0.48","0.48","1.06","1.54","6.72","14.31","14.2","47.47","50.21","-0.52","48.0","24","26","1","7","14.29","2","13","15.38","3","50","6.0","20","57","35.09"
"","TJ Fergus","D","HAM/BAR","20.48","64","2","9","5","11","16","75","2.67","0.03","0.14","0.08","0.17","0.25","1.17","1133.25","17.71","0.11","0.48","0.26","0.58","0.85","3.97","14.14","14.2","57.99","49.26","-3.32","52.55","72","65","0","2","0.0","0","2","0.0","2","71","2.82","0","0","0.0"
"","Kyle Bollers","LW","SAG","18.516","56","7","4","5","11","16","75","9.33","0.12","0.07","0.09","0.2","0.29","1.34","631.44","11.28","0.67","0.38","0.48","1.05","1.52","7.13","13.81","14.22","46.65","51.45","-2.42","46.3","25","29","5","18","27.78","1","15","6.67","1","42","2.38","2","10","20.0"
"","Caleb Everett","D","SAG","17.657","58","5","6","4","11","15","68","7.35","0.09","0.1","0.07","0.19","0.26","1.17","817.38","14.09","0.37","0.44","0.29","0.81","1.1","4.99","13.21","13.96","46.47","51.61","-3.34","42.86","33","44","0","2","0.0","0","0","0.0","5","66","7.58","0","1","0.0"
"","Graeme Clarke","RW","OTT","16.397","63","9","2","4","11","15","77","11.69","0.14","0.03","0.06","0.17","0.24","1.22","634.37","10.07","0.85","0.19","0.38","1.04","1.42","7.28","13.41","13.74","44.48","52.24","-7.29","40.74","22","32","1","6","16.67","1","12","8.33","7","59","11.86","4","9","44.44"
"","Nolan Hutcheson","LW","SBY","17.224","62","7","4","4","11","15","100","7.0","0.11","0.06","0.06","0.18","0.24","1.61","639.51","10.31","0.66","0.38","0.38","1.03","1.41","9.38","13.71","13.7","42.7","52.32","-0.23","42.11","24","33","3","17","17.65","0","17","0.0","4","66","6.06","3","10","30.0"
"","Emmett Sproule","C","ER","16.496","56","5","6","2","11","13","47","10.64","0.09","0.11","0.04","0.2","0.23","0.84","601.43","10.74","0.5","0.6","0.2","1.1","1.3","4.69","13.33","13.05","42.79","47.64","-10.93","35.85","19","34","1","9","11.11","0","7","0.0","4","31","12.9","1","12","8.33"
"","Mason Primeau","C","GUE","16.137","60","7","4","2","11","13","54","12.96","0.12","0.07","0.03","0.18","0.22","0.9","574.63","9.58","0.73","0.42","0.21","1.15","1.36","5.64","13.65","13.65","44.43","49.4","-4.58","40.91","18","26","1","9","11.11","3","9","33.33","3","36","8.33","86","198","43.43"
"","Connor Schlichting","D","SAR","20.334","67","4","6","13","10","23","71","5.63","0.06","0.09","0.19","0.15","0.34","1.06","1090.24","16.27","0.22","0.33","0.72","0.55","1.27","3.91","13.34","14.33","56.7","49.68","4.88","60.28","85","56","0","6","0.0","2","2","100.0","2","63","3.17","0","1","0.0"
"","Sean Day","D","WSR/KGN","19.686","50","2","8","9","10","19","77","2.6","0.04","0.16","0.18","0.2","0.38","1.54","979.49","19.59","0.12","0.49","0.55","0.61","1.16","4.72","15.04","14.41","53.16","51.38","2.04","50.45","56","55","0","8","0.0","1","6","16.67","1","63","1.59","0","0","0.0"
"","Kade Landry","D","HAM/BAR","18.374","61","3","7","9","10","19","87","3.45","0.05","0.11","0.15","0.16","0.31","1.43","818.47","13.42","0.22","0.51","0.66","0.73","1.39","6.38","13.82","13.82","56.37","47.56","-2.68","61.18","52","33","0","3","0.0","0","2","0.0","3","82","3.66","0","0","0.0"
"","Elijah Roberts","D","NIAG","18.648","64","8","2","8","10","18","88","9.09","0.12","0.03","0.12","0.16","0.28","1.38","891.08","13.92","0.54","0.13","0.54","0.67","1.21","5.93","13.17","14.27","52.06","48.68","7.88","56.38","53","41","4","8","50.0","0","7","0.0","4","73","5.48","0","0","0.0"
"","Jesse Saban","D","NB","20.671","68","3","7","7","10","17","91","3.3","0.04","0.1","0.1","0.15","0.25","1.34","1101.76","16.2","0.16","0.38","0.38","0.54","0.93","4.96","14.16","14.11","49.25","50.36","0.21","47.83","55","60","1","2","50.0","0","5","0.0","2","84","2.38","0","0","0.0"
"","Peter Stratis","D","SBY/OTT","17.662","67","5","5","5","10","15","58","8.62","0.07","0.07","0.07","0.15","0.22","0.87","1005.22","15.0","0.3","0.3","0.3","0.6","0.9","3.46","13.53","13.96","45.01","51.95","8.04","45.95","51","60","0","1","0.0","0","3","0.0","5","54","9.26","1","2","50.0"
"","Anthony Tabak","LW","SBY","15.779","51","6","4","4","10","14","46","13.04","0.12","0.08","0.08","0.2","0.27","0.9","552.58","10.83","0.65","0.43","0.43","1.09","1.52","4.99","14.05","13.81","43.02","52.72","7.65","47.27","26","29","5","10","50.0","0","3","0.0","1","33","3.03","6","19","31.58"
"","Max Kislinger","LW","FLNT","19.595","58","6","4","4","10","14","75","8.0","0.1","0.07","0.07","0.17","0.24","1.29","638.17","11.0","0.56","0.38","0.38","0.94","1.32","7.05","13.68","13.99","36.05","52.25","9.36","41.67","25","35","2","13","15.38","2","11","18.18","2","51","3.92","3","10","30.0"
"","Keean Washkurak","C","MISS","16.085","61","5","5","3","10","13","72","6.94","0.08","0.08","0.05","0.16","0.21","1.18","602.19","9.87","0.5","0.5","0.3","1.0","1.3","7.17","14.35","13.84","47.12","49.74","0.42","48.0","24","26","1","14","7.14","1","13","7.69","3","45","6.67","143","327","43.73"
"","Brady Gilmour","C","SAG","18.415","41","7","3","2","10","12","72","9.72","0.17","0.07","0.05","0.24","0.29","1.76","505.91","12.34","0.83","0.36","0.24","1.19","1.42","8.54","13.54","14.19","51.64","51.26","0.74","50.0","23","23","2","11","18.18","0","7","0.0","5","54","9.26","270","533","50.66"
"","Oliver True","RW","OTT","17.369","58","5","5","2","10","12","51","9.8","0.09","0.09","0.03","0.17","0.21","0.88","501.44","8.65","0.6","0.6","0.24","1.2","1.44","6.1","13.5","13.43","46.28","49.54","0.45","46.15","18","21","2","13","15.38","0","7","0.0","3","31","9.68","8","25","32.0"
"","Dawson Baker","RW","SBY","17.435","61","6","4","2","10","12","72","8.33","0.1","0.07","0.03","0.16","0.2","1.18","685.45","11.24","0.53","0.35","0.18","0.88","1.05","6.3","13.61","13.6","42.52","52.65","-2.01","40.91","27","39","1","8","12.5","0","14","0.0","5","50","10.0","62","160","38.75"
"","Kyle Heitzner","C","BAR","18.169","58","5","5","2","10","12","49","10.2","0.09","0.09","0.03","0.17","0.21","0.84","513.3","8.85","0.58","0.58","0.23","1.17","1.4","5.73","12.35","13.3","55.89","49.07","-19.84","42.86","18","24","0","10","0.0","1","7","14.29","4","32","12.5","97","214","45.33"
"","Kyle Langdon","C","NIAG","19.059","56","3","7","0","10","10","63","4.76","0.05","0.12","0.0","0.18","0.18","1.12","568.91","10.16","0.32","0.74","0.0","1.05","1.05","6.64","12.61","13.89","47.73","48.03","-18.64","34.69","17","32","1","6","16.67","1","8","12.5","1","49","2.04","305","569","53.6"
"","Nicolas Mattinen","D","HAM/FLNT","19.535","64","5","4","10","9","19","130","3.85","0.08","0.06","0.16","0.14","0.3","2.03","1143.01","17.86","0.26","0.21","0.52","0.47","1.0","6.82","13.58","13.97","42.84","52.28","7.52","47.86","67","73","0","0","0.0","1","3","33.33","4","127","3.15","0","2","0.0"
"","Eemeli Rasanen","D","KGN","18.533","61","3","6","9","9","18","73","4.11","0.05","0.1","0.15","0.15","0.3","1.2","1022.42","16.76","0.18","0.35","0.53","0.53","1.06","4.28","14.7","13.76","52.92","51.03","3.08","55.86","62","49","1","3","33.33","0","2","0.0","2","68","2.94","0","0","0.0"
"","Reagan O'Grady","D","MISS/SBY","18.755","55","5","4","7","9","16","71","7.04","0.09","0.07","0.13","0.16","0.29","1.29","850.4","15.46","0.35","0.28","0.49","0.63","1.13","5.01","14.69","14.15","47.88","51.2","1.17","52.58","51","46","0","1","0.0","0","2","0.0","5","68","7.35","0","0","0.0"
"","Cole MacKay","RW","SSM","16.26","42","5","4","5","9","14","49","10.2","0.12","0.1","0.12","0.21","0.33","1.17","462.16","11.0","0.65","0.52","0.65","1.17","1.82","6.36","14.67","14.16","63.58","47.33","-14.1","53.33","24","21","3","13","23.08","2","6","33.33","0","30","0.0","3","11","27.27"
"","Matthew Timms","D","PBO","19.349","46","2","7","5","9","14","49","4.08","0.04","0.15","0.11","0.2","0.3","1.07","778.12","16.92","0.15","0.54","0.39","0.69","1.08","3.78","13.31","14.24","44.68","52.23","-0.35","41.67","35","49","0","3","0.0","0","2","0.0","2","44","4.55","0","0","0.0"
"","Carter Robertson","D","OTT","17.67","57","5","4","4","9","13","59","8.47","0.09","0.07","0.07","0.16","0.23","1.04","919.74","16.14","0.33","0.26","0.26","0.59","0.85","3.85","14.34","14.11","47.65","51.65","-7.06","45.63","47","56","0","0","0.0","1","4","25.0","4","55","7.27","0","1","0.0"
"","Zach Poirier","RW","GUE","19.349","54","5","4","4","9","13","81","6.17","0.09","0.07","0.07","0.17","0.24","1.5","616.28","11.41","0.49","0.39","0.39","0.88","1.27","7.89","14.14","13.74","44.23","48.77","-3.63","40.0","22","33","2","16","12.5","0","11","0.0","3","54","5.56","5","9","55.56"
"","Richard Whittaker","LW","LDN","17.44","54","5","4","4","9","13","45","11.11","0.09","0.07","0.07","0.17","0.24","0.83","570.63","10.57","0.53","0.42","0.42","0.95","1.37","4.73","13.02","13.74","49.49","50.01","-7.73","44.44","20","25","1","8","12.5","2","6","33.33","2","31","6.45","6","13","46.15"
