"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Mike Baird","LW","NB","18.478","51","3","5","8","8","16","44","6.82","0.06","0.1","0.16","0.16","0.31","0.86","665.84","13.06","0.27","0.45","0.72","0.72","1.44","3.96","14.39","13.67","50.18","50.73","-4.84","42.86","30","40","1","8","12.5","2","12","16.67","0","24","0.0","0","2","0.0"
"","Tyler Hore","D","SSM","19.894","68","1","7","8","8","16","97","1.03","0.01","0.1","0.12","0.12","0.24","1.43","1025.3","15.08","0.06","0.41","0.47","0.47","0.94","5.68","13.74","13.6","51.27","48.65","-7.02","46.55","54","62","0","3","0.0","1","7","14.29","0","87","0.0","0","0","0.0"
"","Jalen Smereck","D","OSH","18.667","63","3","5","7","8","15","72","4.17","0.05","0.08","0.11","0.13","0.24","1.14","968.68","15.38","0.19","0.31","0.43","0.5","0.93","4.46","13.26","14.14","46.39","52.0","-4.49","43.01","40","53","0","1","0.0","0","3","0.0","3","68","4.41","6","11","54.55"
"","Patrick Fellows","LW","ER","18.248","65","4","4","5","8","13","49","8.16","0.06","0.06","0.08","0.12","0.2","0.75","638.71","9.83","0.38","0.38","0.47","0.75","1.22","4.6","13.27","13.49","56.97","48.21","-12.16","47.92","23","25","1","11","9.09","1","8","12.5","2","30","6.67","6","11","54.55"
"","Luke Kutkevicius","C","MISS/HAM","17.479","70","3","5","5","8","13","48","6.25","0.04","0.07","0.07","0.11","0.19","0.69","721.33","10.3","0.25","0.42","0.42","0.67","1.08","3.99","12.77","13.45","45.34","52.09","-5.33","43.1","25","33","1","10","10.0","1","8","12.5","1","30","3.33","287","638","44.98"
"","Liam Dunda","LW","OS","18.002","64","6","2","4","8","12","81","7.41","0.09","0.03","0.06","0.12","0.19","1.27","692.03","10.81","0.52","0.17","0.35","0.69","1.04","7.02","13.46","13.63","48.23","51.51","-7.63","40.74","22","32","1","9","11.11","2","24","8.33","3","48","6.25","28","85","32.94"
"","Evan de Haan","D","OTT","20.584","59","3","5","4","8","12","90","3.33","0.05","0.08","0.07","0.14","0.2","1.53","913.79","15.49","0.2","0.33","0.26","0.53","0.79","5.91","13.29","13.58","51.63","48.57","-13.23","43.48","40","52","0","0","0.0","1","6","16.67","2","84","2.38","1","3","33.33"
"","MacKenzie Entwistle","RW","HAM","16.176","60","5","3","4","8","12","54","9.26","0.08","0.05","0.07","0.13","0.2","0.9","628.07","10.47","0.48","0.29","0.38","0.76","1.15","5.16","13.18","13.78","40.71","51.41","-7.71","36.54","19","33","0","8","0.0","1","12","8.33","4","34","11.76","63","135","46.67"
"","Jacob Cascagnette","C","KIT","18.486","59","4","4","4","8","12","47","8.51","0.07","0.07","0.07","0.14","0.2","0.8","515.13","8.73","0.47","0.47","0.47","0.93","1.4","5.47","12.8","12.99","60.39","45.49","0.07","58.82","20","14","3","9","33.33","1","7","14.29","0","31","0.0","137","283","48.41"
"","Alex Black","D","SAR","18.01","57","3","5","3","8","11","33","9.09","0.05","0.09","0.05","0.14","0.19","0.58","732.02","12.84","0.25","0.41","0.25","0.66","0.9","2.7","12.72","13.41","56.26","50.81","-7.05","52.17","36","33","0","0","0.0","0","0","0.0","3","33","9.09","0","0","0.0"
"","Liam Stevens","LW","GUE","16.4","63","5","3","2","8","10","48","10.42","0.08","0.05","0.03","0.13","0.16","0.76","696.35","11.05","0.43","0.26","0.17","0.69","0.86","4.14","14.03","13.73","30.86","50.85","7.96","36.07","22","39","1","8","12.5","1","11","9.09","3","29","10.34","6","16","37.5"
"","Macauley Carson","LW","SBY","16.515","61","5","3","2","8","10","35","14.29","0.08","0.05","0.03","0.13","0.16","0.57","488.59","8.01","0.61","0.37","0.25","0.98","1.23","4.3","12.17","13.15","34.61","50.88","-2.77","33.33","12","24","4","9","44.44","1","9","11.11","0","17","0.0","11","30","36.67"
"","Christian Girhiny","LW","ER","17.071","50","4","4","0","8","8","28","14.29","0.08","0.08","0.0","0.16","0.16","0.56","391.8","7.84","0.61","0.61","0.0","1.23","1.23","4.29","12.82","12.82","53.55","48.37","-8.71","50.0","11","11","1","4","25.0","2","7","28.57","1","17","5.88","7","17","41.18"
"","Jacob Friend","D","OS","18.136","54","4","3","13","7","20","62","6.45","0.07","0.06","0.24","0.13","0.37","1.15","782.92","14.5","0.31","0.23","1.0","0.54","1.53","4.75","13.68","13.86","48.59","50.76","7.09","57.69","45","33","0","2","0.0","0","1","0.0","4","59","6.78","0","0","0.0"
"","Brandon Prophet","D","BAR/PBO","19.286","66","3","4","9","7","16","73","4.11","0.05","0.06","0.14","0.11","0.24","1.11","1027.71","15.57","0.18","0.23","0.53","0.41","0.93","4.26","14.29","13.99","55.82","50.08","2.74","55.37","67","54","1","2","50.0","0","3","0.0","2","68","2.94","0","0","0.0"
"","Josh Carrick","D","BAR","19.644","63","2","5","6","7","13","73","2.74","0.03","0.08","0.1","0.11","0.21","1.16","789.61","12.53","0.15","0.38","0.46","0.53","0.99","5.55","13.62","13.34","57.25","47.33","0.68","60.49","49","32","0","0","0.0","0","2","0.0","2","71","2.82","0","0","0.0"
"","Conor Timmins","D","SSM","16.994","60","4","3","6","7","13","31","12.9","0.07","0.05","0.1","0.12","0.22","0.52","734.88","12.25","0.33","0.24","0.49","0.57","1.06","2.53","13.51","13.19","49.89","45.24","20.36","68.0","51","24","1","1","100.0","2","4","50.0","1","26","3.85","0","0","0.0"
"","Ondrej Kachyna","D","HAM","17.38","52","2","5","6","7","13","55","3.64","0.04","0.1","0.12","0.13","0.25","1.06","657.32","12.64","0.18","0.46","0.55","0.64","1.19","5.02","13.52","13.78","42.39","51.31","-2.15","39.06","25","39","1","1","100.0","1","2","50.0","0","52","0.0","0","0","0.0"
"","C.J. Garcia","D","GUE","19.617","68","3","4","5","7","12","101","2.97","0.04","0.06","0.07","0.1","0.18","1.49","1182.86","17.39","0.15","0.2","0.25","0.36","0.61","5.12","13.26","13.85","30.77","53.71","1.31","31.01","40","89","0","1","0.0","1","3","33.33","2","97","2.06","0","1","0.0"
"","Sam Miletic","LW","LDN","18.369","35","3","4","4","7","11","44","6.82","0.09","0.11","0.11","0.2","0.31","1.26","337.75","9.65","0.53","0.71","0.71","1.24","1.95","7.82","12.46","13.13","57.83","49.01","-4.91","60.71","17","11","1","3","33.33","0","8","0.0","2","33","6.06","58","116","50.0"
"","Riley Stillman","D","OSH","17.523","62","3","4","4","7","11","59","5.08","0.05","0.06","0.06","0.11","0.18","0.95","937.34","15.12","0.19","0.26","0.26","0.45","0.7","3.78","13.23","14.19","46.05","51.5","-1.44","42.35","36","49","0","0","0.0","1","2","50.0","2","57","3.51","0","0","0.0"
"","Brandon Saigeon","C","HAM","17.257","43","2","5","4","7","11","71","2.82","0.05","0.12","0.09","0.16","0.26","1.65","571.59","13.29","0.21","0.52","0.42","0.73","1.15","7.45","14.18","13.47","43.14","50.72","-6.94","35.09","20","37","2","12","16.67","0","14","0.0","0","45","0.0","216","429","50.35"
"","Daniel  Bernhardt","LW","LDN","19.431","29","3","4","4","7","11","22","13.64","0.1","0.14","0.14","0.24","0.38","0.76","315.42","10.88","0.57","0.76","0.76","1.33","2.09","4.18","13.01","13.44","62.28","52.46","-10.05","57.69","15","11","1","6","16.67","1","4","25.0","1","12","8.33","9","23","39.13"
"","Mitchell Vande Sompel","D","OSH","18.593","46","3","4","4","7","11","63","4.76","0.07","0.09","0.09","0.15","0.24","1.37","707.18","15.37","0.25","0.34","0.34","0.59","0.93","5.35","13.01","14.07","45.92","51.25","3.07","47.14","33","37","0","1","0.0","1","2","50.0","2","60","3.33","2","7","28.57"
"","Zach Shankar","D","NB","18.631","54","3","4","3","7","10","65","4.62","0.06","0.07","0.06","0.13","0.19","1.2","722.71","13.38","0.25","0.33","0.25","0.58","0.83","5.4","12.89","13.69","49.02","48.91","-0.44","50.65","39","38","0","1","0.0","1","1","100.0","2","63","3.17","0","1","0.0"
"","Cole Coskey","RW","SAG","16.293","54","2","5","2","7","9","38","5.26","0.04","0.09","0.04","0.13","0.17","0.7","485.43","8.99","0.25","0.62","0.25","0.87","1.11","4.7","13.29","13.2","41.9","48.74","-0.81","40.54","15","22","0","3","0.0","0","2","0.0","2","33","6.06","0","1","0.0"
"","Chandler Yakimowicz","RW","LDN","19.639","52","4","3","2","7","9","57","7.02","0.08","0.06","0.04","0.13","0.17","1.1","467.67","8.99","0.51","0.38","0.26","0.9","1.15","7.31","12.77","13.48","58.89","49.47","-19.22","45.95","17","20","2","7","28.57","1","13","7.69","1","37","2.7","107","209","51.2"
"","Ben Jones","C","NIAG","16.553","61","5","2","2","7","9","51","9.8","0.08","0.03","0.03","0.11","0.15","0.84","526.77","8.64","0.57","0.23","0.23","0.8","1.03","5.81","12.41","13.52","47.75","49.86","-20.34","33.33","11","22","2","6","33.33","1","6","16.67","2","39","5.13","123","287","42.86"
"","Owen McDade","C","OSH","19.595","24","3","4","2","7","9","24","12.5","0.12","0.17","0.08","0.29","0.38","1.0","267.8","11.16","0.67","0.9","0.45","1.57","2.02","5.38","12.88","13.93","46.49","47.91","0.21","47.83","11","12","0","4","0.0","0","3","0.0","3","17","17.65","73","164","44.51"
"","Keenan Reynolds","C","OS/FLNT","17.462","47","3","4","2","7","9","35","8.57","0.06","0.09","0.04","0.15","0.19","0.74","531.85","11.32","0.34","0.45","0.23","0.79","1.02","3.95","13.16","13.71","40.42","55.43","-14.23","25.53","12","35","0","4","0.0","1","5","20.0","2","26","7.69","3","6","50.0"
"","Robbie Burt","RW","KGN/OSH","16.301","56","2","5","1","7","8","57","3.51","0.04","0.09","0.02","0.12","0.14","1.02","525.72","9.39","0.23","0.57","0.11","0.8","0.91","6.51","13.13","13.62","45.79","52.4","-3.99","42.42","14","19","0","5","0.0","0","6","0.0","2","46","4.35","0","3","0.0"
"","Vladislav Barulin","RW","GUE","19.187","25","5","2","1","7","8","63","7.94","0.2","0.08","0.04","0.28","0.32","2.52","378.21","15.13","0.79","0.32","0.16","1.11","1.27","9.99","14.29","13.45","30.31","56.08","3.46","27.27","9","24","4","10","40.0","1","13","7.69","0","40","0.0","1","3","33.33"
"","Nic Sicoly","LW","GUE","17.695","64","4","3","0","7","7","67","5.97","0.06","0.05","0.0","0.11","0.11","1.05","681.03","10.64","0.35","0.26","0.0","0.62","0.62","5.9","13.39","13.53","29.38","52.35","-6.8","24.56","14","43","0","9","0.0","1","11","9.09","3","47","6.38","45","131","34.35"
"","Markus Niemelainen","D","SAG","17.273","65","1","5","12","6","18","72","1.39","0.02","0.08","0.18","0.09","0.28","1.11","979.55","15.07","0.06","0.31","0.74","0.37","1.1","4.41","12.89","13.53","42.97","50.82","-0.73","40.83","49","71","0","1","0.0","0","2","0.0","1","69","1.45","1","4","25.0"
"","Josh Wesley","D","NIAG/FLNT","19.436","57","5","1","8","6","14","75","6.67","0.09","0.02","0.14","0.11","0.25","1.32","884.02","15.51","0.34","0.07","0.54","0.41","0.95","5.09","13.78","14.3","47.37","51.36","5.64","51.22","42","40","1","1","100.0","0","0","0.0","4","74","5.41","0","0","0.0"
"","Stephen Gibson","D","MISS","18.538","68","4","2","8","6","14","72","5.56","0.06","0.03","0.12","0.09","0.21","1.06","1035.55","15.23","0.23","0.12","0.46","0.35","0.81","4.17","13.8","13.76","49.52","48.97","-9.4","44.23","46","58","0","0","0.0","0","0","0.0","4","72","5.56","0","0","0.0"
"","TJ Fergus","D","ER","18.478","56","1","5","7","6","13","50","2.0","0.02","0.09","0.12","0.11","0.23","0.89","881.23","15.74","0.07","0.34","0.48","0.41","0.89","3.4","14.84","13.74","58.93","50.53","-7.14","54.35","50","42","0","1","0.0","0","1","0.0","1","48","2.08","1","2","50.0"
"","Brian Brosnan","D","KIT","20.403","29","4","2","7","6","13","46","8.7","0.14","0.07","0.24","0.21","0.45","1.59","491.85","16.96","0.49","0.24","0.85","0.73","1.59","5.61","14.09","13.7","59.96","48.74","18.53","70.91","39","16","0","0","0.0","0","1","0.0","4","45","8.89","0","0","0.0"
"","Elijah Roberts","D","KIT","16.646","59","3","3","6","6","12","69","4.35","0.05","0.05","0.1","0.1","0.2","1.17","723.35","12.26","0.25","0.25","0.5","0.5","1.0","5.72","13.07","12.92","59.71","45.69","-1.94","58.46","38","27","0","3","0.0","0","3","0.0","3","63","4.76","0","0","0.0"
"","Zack Pittman","D","FLNT","20.167","66","3","3","5","6","11","64","4.69","0.05","0.05","0.08","0.09","0.17","0.97","988.91","14.98","0.18","0.18","0.3","0.36","0.67","3.88","13.65","13.98","40.96","53.19","3.99","42.99","46","61","0","0","0.0","0","1","0.0","3","63","4.76","0","0","0.0"
"","Logan Stanley","D","WSR","17.309","64","4","2","5","6","11","80","5.0","0.06","0.03","0.08","0.09","0.17","1.25","1014.77","15.86","0.24","0.12","0.3","0.35","0.65","4.73","13.55","14.14","59.24","49.52","-8.16","51.96","53","49","0","1","0.0","0","3","0.0","4","76","5.26","0","0","0.0"
"","Nick McHugh","LW","KIT","16.589","46","1","5","5","6","11","34","2.94","0.02","0.11","0.11","0.13","0.24","0.74","409.64","8.91","0.15","0.73","0.73","0.88","1.61","4.98","12.91","12.84","59.44","46.83","8.18","67.86","19","9","0","9","0.0","1","11","9.09","0","14","0.0","1","3","33.33"
"","Andrew Burns","D","WSR","18.618","65","2","4","4","6","10","50","4.0","0.03","0.06","0.06","0.09","0.15","0.77","889.01","13.68","0.13","0.27","0.27","0.4","0.67","3.37","12.98","13.55","57.69","49.16","0.84","59.76","49","33","0","2","0.0","0","1","0.0","2","47","4.26","1","2","50.0"
"","Zachary Core","D","SAR","19.395","62","1","5","4","6","10","58","1.72","0.02","0.08","0.06","0.1","0.16","0.94","781.77","12.61","0.08","0.38","0.31","0.46","0.77","4.45","12.69","13.4","55.6","49.35","-10.95","50.0","38","38","0","1","0.0","0","4","0.0","1","53","1.89","0","0","0.0"
"","Austin Osmanski","D","MISS","17.38","65","2","4","4","6","10","47","4.26","0.03","0.06","0.06","0.09","0.15","0.72","805.19","12.39","0.15","0.3","0.3","0.45","0.75","3.5","13.03","13.8","50.93","50.85","15.04","60.81","45","29","0","2","0.0","0","1","0.0","2","44","4.55","1","1","100.0"
"","Cole Candella","D","HAM","17.588","37","2","4","3","6","9","40","5.0","0.05","0.11","0.08","0.16","0.24","1.08","570.47","15.42","0.21","0.42","0.32","0.63","0.95","4.21","13.66","13.64","42.38","51.84","3.12","39.29","22","34","0","5","0.0","0","2","0.0","2","33","6.06","2","2","100.0"
"","Sullivan Sparkes","C","OSH","16.37","51","2","4","3","6","9","41","4.88","0.04","0.08","0.06","0.12","0.18","0.8","409.82","8.04","0.29","0.59","0.44","0.88","1.32","6.0","12.51","13.19","43.14","49.87","-1.8","45.45","10","12","1","5","20.0","1","9","11.11","0","27","0.0","2","5","40.0"
"","Brendan Harrogate","RW","MISS","17.588","57","3","3","3","6","9","31","9.68","0.05","0.05","0.05","0.11","0.16","0.54","456.37","8.01","0.39","0.39","0.39","0.79","1.18","4.08","12.62","13.75","49.35","51.42","-4.72","46.43","13","15","3","6","50.0","0","5","0.0","0","20","0.0","0","12","0.0"
"","Tyler MacArthur","D","OS","18.311","54","2","4","3","6","9","45","4.44","0.04","0.07","0.06","0.11","0.17","0.83","651.98","12.07","0.18","0.37","0.28","0.55","0.83","4.14","12.82","13.52","46.58","52.14","-7.96","40.35","23","34","0","2","0.0","0","1","0.0","2","42","4.76","0","1","0.0"
"","Samuel Duchesne","D","FLNT","16.301","53","1","5","2","6","8","32","3.12","0.02","0.09","0.04","0.11","0.15","0.6","604.09","11.4","0.1","0.5","0.2","0.6","0.79","3.18","13.1","13.44","38.48","52.29","-4.45","38.18","21","34","0","0","0.0","0","0","0.0","1","32","3.12","0","0","0.0"
"","Makar Tokarev","LW","SSM","17.703","60","5","1","2","6","8","54","9.26","0.08","0.02","0.03","0.1","0.13","0.9","509.13","8.49","0.59","0.12","0.24","0.71","0.94","6.36","12.95","12.93","47.89","50.12","-3.35","47.22","17","19","0","2","0.0","2","8","25.0","3","44","6.82","2","4","50.0"
"","Marc Stevens","C","GUE","19.543","34","3","3","0","6","6","46","6.52","0.09","0.09","0.0","0.18","0.18","1.35","386.74","11.37","0.47","0.47","0.0","0.93","0.93","7.14","13.39","13.62","28.66","50.69","-7.86","20.59","7","27","0","3","0.0","0","4","0.0","3","39","7.69","136","290","46.9"
"","Alex Di Carlo","D","FLNT","18.478","54","2","3","9","5","14","41","4.88","0.04","0.06","0.17","0.09","0.26","0.76","628.11","11.63","0.19","0.29","0.86","0.48","1.34","3.92","13.48","13.72","39.71","51.47","6.92","45.16","28","34","0","0","0.0","0","3","0.0","2","38","5.26","0","0","0.0"
"","Jesse Saban","D","HAM","18.67","62","2","3","7","5","12","50","4.0","0.03","0.05","0.11","0.08","0.19","0.81","944.01","15.23","0.13","0.19","0.44","0.32","0.76","3.18","14.17","13.81","43.28","51.22","11.28","48.51","49","52","0","0","0.0","0","0","0.0","2","50","4.0","1","1","100.0"
"","Alex Peters","D","FLNT","19.206","55","1","4","5","5","10","85","1.18","0.02","0.07","0.09","0.09","0.18","1.55","741.72","13.49","0.08","0.32","0.4","0.4","0.81","6.88","13.12","13.74","39.48","52.43","7.57","44.59","33","41","0","2","0.0","0","5","0.0","1","78","1.28","0","0","0.0"
"","Greg DiTomaso","D","BAR/SAG","19.513","58","3","2","5","5","10","68","4.41","0.05","0.03","0.09","0.09","0.17","1.17","782.14","13.49","0.23","0.15","0.38","0.38","0.77","5.22","13.91","13.63","51.48","48.97","-2.46","51.16","44","42","0","1","0.0","0","3","0.0","3","64","4.69","0","0","0.0"
"","Lucas Chiodo","LW","BAR","16.876","50","1","4","5","5","10","40","2.5","0.02","0.08","0.1","0.1","0.2","0.8","413.2","8.26","0.15","0.58","0.73","0.73","1.45","5.81","12.61","13.21","56.62","46.39","-15.24","44.44","12","15","0","10","0.0","1","11","9.09","0","19","0.0","4","12","33.33"
"","Justin Murray","D","BAR","17.068","65","3","2","5","5","10","53","5.66","0.05","0.03","0.08","0.08","0.15","0.82","881.68","13.56","0.2","0.14","0.34","0.34","0.68","3.61","14.53","14.12","59.27","48.33","1.09","58.51","55","39","1","3","33.33","1","1","100.0","1","49","2.04","1","1","100.0"
"","Riley Bruce","D","NB","18.169","52","1","4","5","5","10","42","2.38","0.02","0.08","0.1","0.1","0.19","0.81","753.32","14.49","0.08","0.32","0.4","0.4","0.8","3.35","13.08","13.8","49.63","51.13","-16.98","42.11","32","44","0","1","0.0","0","0","0.0","1","41","2.44","0","1","0.0"
"","Kevin  Spinozzi","D","SAR","19.316","59","2","3","5","5","10","68","2.94","0.03","0.05","0.08","0.08","0.17","1.15","772.4","13.09","0.16","0.23","0.39","0.39","0.78","5.28","13.5","13.6","57.72","46.8","1.68","58.97","46","32","0","1","0.0","2","2","100.0","0","65","0.0","1","1","100.0"
"","Zach Wilkie","D","NIAG/SBY","18.558","55","3","2","4","5","9","71","4.23","0.05","0.04","0.07","0.09","0.16","1.29","735.37","13.37","0.24","0.16","0.33","0.41","0.73","5.79","12.96","13.86","41.03","49.32","-0.76","43.75","35","45","0","1","0.0","0","2","0.0","3","68","4.41","0","0","0.0"
"","Isaac Ratcliffe","LW","GUE","16.584","46","2","3","4","5","9","63","3.17","0.04","0.07","0.09","0.11","0.2","1.37","606.07","13.18","0.2","0.3","0.4","0.49","0.89","6.24","13.45","13.74","29.62","50.4","5.2","30.91","17","38","1","7","14.29","0","12","0.0","1","44","2.27","8","21","38.1"
"","Sean Day","D","MISS","17.684","57","3","2","4","5","9","84","3.57","0.05","0.04","0.07","0.09","0.16","1.47","822.23","14.43","0.22","0.15","0.29","0.36","0.66","6.13","13.79","13.96","49.94","49.61","-9.73","42.5","34","46","1","4","25.0","0","7","0.0","2","73","2.74","0","0","0.0"
"","Markus Phillips","D","OS","16.49","63","2","3","4","5","9","59","3.39","0.03","0.05","0.06","0.08","0.14","0.94","791.56","12.56","0.15","0.23","0.3","0.38","0.68","4.47","13.18","13.53","47.15","52.92","-12.78","39.44","28","43","0","0","0.0","0","2","0.0","2","57","3.51","1","4","25.0"
"","Drake Rymsha","C","LDN/OTT","17.112","32","3","2","3","5","8","45","6.67","0.09","0.06","0.09","0.16","0.25","1.41","355.14","11.1","0.51","0.34","0.51","0.84","1.35","7.6","14.08","13.04","53.33","47.39","-20.85","36.67","11","19","1","6","16.67","0","6","0.0","2","33","6.06","194","326","59.51"
"","Liam Murray","D","WSR/KGN","18.218","62","3","2","3","5","8","31","9.68","0.05","0.03","0.05","0.08","0.13","0.5","782.86","12.63","0.23","0.15","0.23","0.38","0.61","2.38","12.76","13.41","56.0","49.64","-17.84","45.21","33","40","0","1","0.0","0","1","0.0","3","29","10.34","1","1","100.0"
"","Giordano Finoro","C","BAR","17.334","52","3","2","3","5","8","56","5.36","0.06","0.04","0.06","0.1","0.15","1.08","365.84","7.04","0.49","0.33","0.49","0.82","1.31","9.18","12.21","12.79","55.65","44.81","-5.21","52.38","11","10","1","8","12.5","2","9","22.22","0","39","0.0","223","386","57.77"
"","Nick Pastorious","RW","NIAG","19.354","48","3","2","3","5","8","46","6.52","0.06","0.04","0.06","0.1","0.17","0.96","473.79","9.87","0.38","0.25","0.38","0.63","1.01","5.83","12.61","13.59","47.7","50.78","-12.24","41.18","14","20","3","10","30.0","0","8","0.0","0","28","0.0","4","8","50.0"
"","Mark Shoemaker","D","NB","17.966","67","0","5","3","5","8","63","0.0","0.0","0.07","0.04","0.07","0.12","0.94","918.49","13.71","0.0","0.33","0.2","0.33","0.52","4.12","12.74","13.55","48.56","50.15","6.89","54.84","51","42","0","0","0.0","0","0","0.0","0","63","0.0","0","1","0.0"
"","Noah Carroll","D","GUE","17.788","67","2","3","3","5","8","63","3.17","0.03","0.04","0.04","0.07","0.12","0.94","1113.09","16.61","0.11","0.16","0.16","0.27","0.43","3.4","13.39","13.91","30.62","52.84","-3.38","28.57","34","85","0","1","0.0","1","4","25.0","1","58","1.72","0","0","0.0"
"","Aleksandar Mikulovich","D","NIAG","19.209","55","0","5","2","5","7","83","0.0","0.0","0.09","0.04","0.09","0.13","1.51","762.69","13.87","0.0","0.39","0.16","0.39","0.55","6.53","13.42","14.3","51.86","52.48","-12.19","46.48","33","38","0","0","0.0","0","0","0.0","0","83","0.0","0","0","0.0"
"","Tyler Hill","LW","GUE","20.428","21","1","4","2","5","7","25","4.0","0.05","0.19","0.1","0.24","0.33","1.19","294.52","14.02","0.2","0.81","0.41","1.02","1.43","5.09","14.41","13.67","29.75","55.95","-5.68","26.67","8","22","1","5","20.0","0","2","0.0","0","18","0.0","5","13","38.46"
"","Daniel  Beaudoin","C","WSR","19.494","36","3","2","2","5","7","26","11.54","0.08","0.06","0.06","0.14","0.19","0.72","327.09","9.09","0.55","0.37","0.37","0.92","1.28","4.77","12.85","13.31","55.11","50.66","-27.99","34.78","8","15","1","5","20.0","1","5","20.0","1","16","6.25","166","322","51.55"
"","Cole Mayo","D","SBY","18.659","68","2","3","1","5","6","43","4.65","0.03","0.04","0.01","0.07","0.09","0.63","1005.87","14.79","0.12","0.18","0.06","0.3","0.36","2.56","12.87","14.14","35.85","52.32","-19.09","23.58","29","94","0","0","0.0","0","2","0.0","2","41","4.88","0","0","0.0"
"","Markus Soberg","RW","WSR","20.403","22","2","3","1","5","6","10","20.0","0.09","0.14","0.05","0.23","0.27","0.45","262.62","11.94","0.46","0.69","0.23","1.14","1.37","2.28","13.12","13.57","54.44","47.3","-18.16","43.48","10","13","0","1","0.0","2","2","100.0","0","7","0.0","1","3","33.33"
"","Chase Campbell","RW","OTT/SAR","17.23","43","3","2","0","5","5","37","8.11","0.07","0.05","0.0","0.12","0.12","0.86","323.02","7.51","0.56","0.37","0.0","0.93","0.93","6.87","12.88","13.56","50.72","42.04","-0.72","52.94","9","8","1","6","16.67","2","7","28.57","0","24","0.0","6","10","60.0"
"","Daniel De Sousa","D","MISS","19.508","33","2","3","0","5","5","22","9.09","0.06","0.09","0.0","0.15","0.15","0.67","381.51","11.56","0.31","0.47","0.0","0.79","0.79","3.46","12.86","13.7","50.72","51.62","8.9","56.76","21","16","1","4","25.0","0","1","0.0","1","17","5.88","1","2","50.0"
"","Chris  Martenet","D","LDN","18.974","67","2","2","5","4","9","61","3.28","0.03","0.03","0.07","0.06","0.13","0.91","974.68","14.55","0.12","0.12","0.31","0.25","0.55","3.76","13.16","13.95","63.83","49.32","-2.84","62.75","64","38","0","0","0.0","0","2","0.0","2","59","3.39","1","1","100.0"
"","Patrick Sanvido","D","WSR","19.217","49","1","3","5","4","9","38","2.63","0.02","0.06","0.1","0.08","0.18","0.78","628.97","12.84","0.1","0.29","0.48","0.38","0.86","3.62","13.25","13.43","58.92","49.62","11.64","66.67","38","19","0","2","0.0","0","0","0.0","1","36","2.78","0","0","0.0"
"","Austin Hall","D","GUE","18.44","52","1","3","5","4","9","29","3.45","0.02","0.06","0.1","0.08","0.17","0.56","731.4","14.07","0.08","0.25","0.41","0.33","0.74","2.38","13.41","14.15","29.49","53.79","-2.5","28.17","20","51","0","0","0.0","0","0","0.0","1","29","3.45","0","0","0.0"
"","Daniel Robertson","D","OSH","18.284","65","2","2","5","4","9","70","2.86","0.03","0.03","0.08","0.06","0.14","1.08","981.77","15.1","0.12","0.12","0.31","0.24","0.55","4.28","13.27","13.9","46.71","52.0","4.46","46.81","44","50","0","0","0.0","0","3","0.0","2","67","2.99","0","0","0.0"
"","Matyas Kantner","LW","FLNT","17.241","59","2","2","4","4","8","31","6.45","0.03","0.03","0.07","0.07","0.14","0.53","530.49","8.99","0.23","0.23","0.45","0.45","0.9","3.51","13.23","13.41","37.62","52.66","-1.22","39.47","15","23","0","5","0.0","0","6","0.0","2","20","10.0","55","132","41.67"
"","Tyler Nother","D","LDN/WSR","17.605","51","0","4","4","4","8","21","0.0","0.0","0.08","0.08","0.08","0.16","0.41","574.92","11.27","0.0","0.42","0.42","0.42","0.83","2.19","13.12","13.28","58.3","48.15","3.88","63.27","31","18","0","0","0.0","0","1","0.0","0","20","0.0","0","0","0.0"
"","Frank Hora","D","KIT","19.291","57","0","4","4","4","8","46","0.0","0.0","0.07","0.07","0.07","0.14","0.81","935.1","16.41","0.0","0.26","0.26","0.26","0.51","2.95","14.08","14.17","60.33","49.11","-9.33","55.67","54","43","0","0","0.0","0","6","0.0","0","40","0.0","1","1","100.0"
"","Dmitrii Sergeev","D","KIT","19.475","35","2","2","4","4","8","36","5.56","0.06","0.06","0.11","0.11","0.23","1.03","531.32","15.18","0.23","0.23","0.45","0.45","0.9","4.07","13.91","13.83","59.97","47.34","-5.0","58.0","29","21","0","0","0.0","1","2","50.0","1","34","2.94","0","0","0.0"
"","Aiden  Jamieson","D","LDN","19.483","45","2","2","3","4","7","14","14.29","0.04","0.04","0.07","0.09","0.16","0.31","544.95","12.11","0.22","0.22","0.33","0.44","0.77","1.54","12.94","13.34","65.29","47.8","-9.22","59.62","31","21","0","0","0.0","1","2","50.0","1","12","8.33","9","19","47.37"
"","Jakob Mayenschein","C","ER","18.459","56","2","2","3","4","7","68","2.94","0.04","0.04","0.05","0.07","0.12","1.21","483.16","8.63","0.25","0.25","0.37","0.5","0.87","8.44","13.16","13.4","56.45","49.78","3.89","60.61","20","13","1","6","16.67","0","16","0.0","1","46","2.17","0","2","0.0"
