"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Alex DeBrincat","RW","ER","18.746","63","47","24","12","71","83","232","20.26","0.75","0.38","0.19","1.13","1.32","3.68","1117.02","17.73","2.52","1.29","0.64","3.81","4.46","12.46","15.82","13.74","66.38","49.2","12.11","70.0","98","42","7","17","41.18","12","44","27.27","28","171","16.37","141","262","53.82"
"","Taylor Raddysh","RW","ER","18.577","58","27","30","20","57","77","159","16.98","0.47","0.52","0.34","0.98","1.33","2.74","1005.91","17.34","1.61","1.79","1.19","3.4","4.59","9.48","15.97","13.71","65.91","48.71","15.72","73.64","95","34","6","26","23.08","11","28","39.29","10","105","9.52","2","4","50.0"
"","Ryan Moore","LW","FLNT","19.439","68","31","25","11","56","67","192","16.15","0.46","0.37","0.16","0.82","0.99","2.82","1204.91","17.72","1.54","1.24","0.55","2.79","3.34","9.56","14.73","13.97","51.68","50.77","14.69","58.22","85","61","3","14","21.43","14","34","41.18","14","144","9.72","475","955","49.74"
"","Kole Sherwood","RW","FLNT","19.65","60","27","22","15","49","64","202","13.37","0.45","0.37","0.25","0.82","1.07","3.37","1008.01","16.8","1.61","1.31","0.89","2.92","3.81","12.02","15.29","14.02","52.24","51.58","16.52","60.16","74","49","4","15","26.67","14","37","37.84","9","150","6.0","13","24","54.17"
"","Artur Tyanulin","RW","OTT","19.655","67","17","31","7","48","55","130","13.08","0.25","0.46","0.1","0.72","0.82","1.94","1061.43","15.84","0.96","1.75","0.4","2.71","3.11","7.35","13.87","13.8","48.79","49.64","11.97","54.33","69","58","5","22","22.73","8","39","20.51","4","69","5.8","1","3","33.33"
"","Owen Tippett","RW","MISS","17.583","60","32","13","6","45","51","207","15.46","0.53","0.22","0.1","0.75","0.85","3.45","955.48","15.92","2.01","0.82","0.38","2.83","3.2","13.0","14.82","13.47","56.25","48.9","17.42","64.76","68","37","9","16","56.25","7","27","25.93","16","164","9.76","8","25","32.0"
"","Zachary Senyshyn","RW","SSM","19.467","59","34","10","5","44","49","199","17.09","0.58","0.17","0.08","0.75","0.83","3.37","881.12","14.93","2.32","0.68","0.34","3.0","3.34","13.55","14.56","13.66","55.79","48.09","4.1","58.65","61","43","10","38","26.32","12","47","25.53","12","114","10.53","3","11","27.27"
"","Jordan Kyrou","RW","SAR","18.369","66","20","22","15","42","57","146","13.7","0.3","0.33","0.23","0.64","0.86","2.21","962.2","14.58","1.25","1.37","0.94","2.62","3.55","9.1","13.75","14.02","49.31","51.57","14.42","58.2","71","51","6","21","28.57","5","29","17.24","9","96","9.38","88","199","44.22"
"","Nick Suzuki","C","OS","17.104","65","22","20","13","42","55","186","11.83","0.34","0.31","0.2","0.65","0.85","2.86","990.36","15.24","1.33","1.21","0.79","2.54","3.33","11.27","15.11","13.78","63.27","49.55","15.06","72.28","73","28","5","22","22.73","5","29","17.24","12","135","8.89","254","482","52.7"
"","Kevin Hancock","LW","OS","18.544","68","18","23","13","41","54","154","11.69","0.26","0.34","0.19","0.6","0.79","2.26","1066.68","15.69","1.01","1.29","0.73","2.31","3.04","8.66","15.05","13.92","64.07","50.21","6.18","65.77","73","38","3","12","25.0","3","30","10.0","12","112","10.71","271","536","50.56"
"","Petrus Palmu","RW","OS","19.171","62","20","21","10","41","51","168","11.9","0.32","0.34","0.16","0.66","0.82","2.71","922.57","14.88","1.3","1.37","0.65","2.67","3.32","10.93","14.32","13.68","61.32","49.36","9.84","66.67","62","31","5","17","29.41","2","16","12.5","13","135","9.63","16","26","61.54"
"","Jason Robertson","RW","KGN","17.156","68","29","12","7","41","48","217","13.36","0.43","0.18","0.1","0.6","0.71","3.19","1213.18","17.84","1.43","0.59","0.35","2.03","2.37","10.73","15.27","13.86","49.12","48.62","13.3","52.88","55","49","2","18","11.11","13","54","24.07","14","145","9.66","1","3","33.33"
"","Michael McLeod","C","MISS","18.618","57","21","18","15","39","54","128","16.41","0.37","0.32","0.26","0.68","0.95","2.25","1025.18","17.99","1.23","1.05","0.88","2.28","3.16","7.49","14.5","13.51","57.05","48.63","12.84","62.5","75","45","11","24","45.83","8","26","30.77","2","78","2.56","552","916","60.26"
"","Hayden Hodgson","RW","SAG","20.543","67","23","16","9","39","48","188","12.23","0.34","0.24","0.13","0.58","0.72","2.81","1088.27","16.24","1.27","0.88","0.5","2.15","2.65","10.37","14.64","13.85","49.51","50.89","9.84","53.39","63","55","5","21","23.81","7","27","25.93","11","140","7.86","11","25","44.0"
"","Jonah Gadjovich","LW","OS","17.931","60","30","8","12","38","50","202","14.85","0.5","0.13","0.2","0.63","0.83","3.37","921.52","15.36","1.95","0.52","0.78","2.47","3.26","13.15","15.09","13.83","63.71","50.32","7.99","69.89","65","28","6","24","25.0","9","39","23.08","15","139","10.79","4","6","66.67"
"","Dylan Strome","C","ER","19.529","35","17","21","10","38","48","103","16.5","0.49","0.6","0.29","1.09","1.37","2.94","634.83","18.14","1.61","1.98","0.95","3.59","4.54","9.73","16.2","13.81","67.07","49.24","11.66","73.42","58","21","5","19","26.32","3","24","12.5","9","60","15.0","292","500","58.4"
"","Sam Miletic","LW","LDN","19.371","65","25","13","1","38","39","151","16.56","0.38","0.2","0.02","0.58","0.6","2.32","765.93","11.78","1.96","1.02","0.08","2.98","3.06","11.83","14.49","13.9","61.8","49.98","11.86","70.42","50","21","5","22","22.73","6","29","20.69","14","100","14.0","11","20","55.0"
"","Cliff Pu","C","LDN","18.289","63","22","15","14","37","51","103","21.36","0.35","0.24","0.22","0.59","0.81","1.63","927.18","14.72","1.42","0.97","0.91","2.39","3.3","6.67","14.34","13.91","62.0","50.46","-2.37","59.38","57","39","7","20","35.0","8","33","24.24","7","50","14.0","497","817","60.83"
"","Johnny Corneil","LW","NIAG","19.086","67","25","12","6","37","43","110","22.73","0.37","0.18","0.09","0.55","0.64","1.64","886.43","13.23","1.69","0.81","0.41","2.5","2.91","7.45","13.73","13.96","47.05","51.67","6.41","49.47","47","48","8","12","66.67","6","20","30.0","11","78","14.1","6","15","40.0"
"","Tim Gettinger","LW","SSM","18.426","62","25","12","6","37","43","168","14.88","0.4","0.19","0.1","0.6","0.69","2.71","822.29","13.26","1.82","0.88","0.44","2.7","3.14","12.26","14.18","13.66","54.42","48.31","6.94","61.36","54","34","4","7","57.14","7","30","23.33","14","131","10.69","11","21","52.38"
"","Anthony Salinitri","LW","SAR","18.536","66","20","16","8","36","44","130","15.38","0.3","0.24","0.12","0.55","0.67","1.97","940.88","14.26","1.28","1.02","0.51","2.3","2.81","8.29","13.26","13.9","48.85","50.29","-4.45","45.76","54","64","3","12","25.0","6","28","21.43","11","90","12.22","132","245","53.88"
"","Steve Harland","RW","NB","20.354","68","16","20","3","36","39","117","13.68","0.24","0.29","0.04","0.53","0.57","1.72","1068.03","15.71","0.9","1.12","0.17","2.02","2.19","6.57","14.59","13.71","42.76","49.77","0.53","41.03","48","69","1","10","10.0","9","24","37.5","6","83","7.23","2","12","16.67"
"","Dmitry Sokolov","RW","SBY","18.426","64","29","7","1","36","37","163","17.79","0.45","0.11","0.02","0.56","0.58","2.55","919.8","14.37","1.89","0.46","0.07","2.35","2.41","10.63","13.54","13.5","44.95","49.11","-1.12","44.33","43","54","6","12","50.0","11","31","35.48","12","120","10.0","2","5","40.0"
"","Adam Mascherin","LW","KIT","18.281","65","17","18","14","35","49","166","10.24","0.26","0.28","0.22","0.54","0.75","2.55","1022.32","15.73","1.0","1.06","0.82","2.05","2.88","9.74","14.35","13.87","48.84","51.71","8.98","54.39","62","52","5","19","26.32","5","34","14.71","7","113","6.19","16","46","34.78"
"","Matthew Strome","LW","HAM","17.695","66","24","11","5","35","40","134","17.91","0.36","0.17","0.08","0.53","0.61","2.03","1030.86","15.62","1.4","0.64","0.29","2.04","2.33","7.8","14.49","13.72","54.17","48.16","2.71","54.95","61","50","7","19","36.84","8","30","26.67","9","85","10.59","38","92","41.3"
"","Macauley Carson","LW","SBY","17.517","68","23","12","5","35","40","95","24.21","0.34","0.18","0.07","0.51","0.59","1.4","910.42","13.39","1.52","0.79","0.33","2.31","2.64","6.26","13.06","13.51","45.59","49.9","12.17","53.68","51","44","7","22","31.82","11","32","34.38","5","41","12.2","325","669","48.58"
"","JJ Piccinich","RW","LDN","20.263","66","12","22","10","34","44","116","10.34","0.18","0.33","0.15","0.52","0.67","1.76","879.38","13.32","0.82","1.5","0.68","2.32","3.0","7.91","14.39","14.02","63.14","51.79","-2.52","59.09","52","36","2","16","12.5","3","28","10.71","7","72","9.72","26","44","59.09"
"","Jeremy Bracco","RW","WSR/KIT","19.502","57","16","18","10","34","44","103","15.53","0.28","0.32","0.18","0.6","0.77","1.81","830.8","14.58","1.16","1.3","0.72","2.46","3.18","7.44","14.81","13.8","51.39","50.92","11.93","59.55","53","36","2","16","12.5","8","27","29.63","6","60","10.0","0","1","0.0"
"","Morgan Frost","C","SSM","17.345","67","12","22","7","34","41","105","11.43","0.18","0.33","0.1","0.51","0.61","1.57","998.62","14.9","0.72","1.32","0.42","2.04","2.46","6.31","14.41","13.49","55.97","49.53","1.76","57.26","67","50","5","12","41.67","0","18","0.0","7","75","9.33","404","766","52.74"
"","Kris Bennett","C","SAG","20.696","66","21","13","6","34","40","168","12.5","0.32","0.2","0.09","0.52","0.61","2.55","1010.87","15.32","1.25","0.77","0.36","2.02","2.37","9.97","14.9","13.92","50.08","51.0","5.33","50.93","55","53","3","22","13.64","8","49","16.33","10","97","10.31","459","911","50.38"
"","Boris Katchouk","RW","SSM","18.248","66","21","13","6","34","40","127","16.54","0.32","0.2","0.09","0.52","0.61","1.92","868.33","13.16","1.45","0.9","0.41","2.35","2.76","8.78","14.43","14.08","55.47","49.16","-5.74","52.13","49","45","5","18","27.78","5","31","16.13","11","78","14.1","25","46","54.35"
"","Will Bitten","C","HAM","18.188","65","14","20","6","34","40","131","10.69","0.22","0.31","0.09","0.52","0.62","2.02","872.1","13.42","0.96","1.38","0.41","2.34","2.75","9.01","14.46","13.79","54.72","48.93","7.37","57.14","48","36","5","19","26.32","5","31","16.13","4","81","4.94","175","397","44.08"
"","Nikita Korostelev","RW","PBO/SAR","19.603","55","20","14","3","34","37","131","15.27","0.36","0.25","0.05","0.62","0.67","2.38","808.33","14.7","1.48","1.04","0.22","2.52","2.75","9.72","13.8","13.95","49.58","49.85","1.4","49.44","44","45","6","17","35.29","3","25","12.0","11","89","12.36","4","11","36.36"
"","Bobby MacIntyre","LW","SSM","20.022","63","17","16","16","33","49","126","13.49","0.27","0.25","0.25","0.52","0.78","2.0","945.9","15.01","1.08","1.01","1.01","2.09","3.11","7.99","14.3","13.54","54.98","48.85","2.12","58.56","65","46","4","12","33.33","6","23","26.09","7","91","7.69","6","21","28.57"
"","Robert Thomas","C","LDN","17.21","66","11","22","14","33","47","93","11.83","0.17","0.33","0.21","0.5","0.71","1.41","892.41","13.52","0.74","1.48","0.94","2.22","3.16","6.25","14.27","13.96","62.04","50.02","13.48","70.0","63","27","1","7","14.29","4","26","15.38","6","60","10.0","437","763","57.27"
"","Jonathan Ang","C","PBO","18.626","67","20","13","14","33","47","122","16.39","0.3","0.19","0.21","0.49","0.7","1.82","1065.36","15.9","1.13","0.73","0.79","1.86","2.65","6.87","13.64","13.99","49.5","49.88","7.27","54.39","62","52","3","13","23.08","5","26","19.23","12","83","14.46","45","109","41.28"
"","Michael Cramarossa","LW","HAM","20.315","67","18","15","12","33","45","103","17.48","0.27","0.22","0.18","0.49","0.67","1.54","937.0","13.99","1.15","0.96","0.77","2.11","2.88","6.6","14.09","13.54","53.38","49.6","9.38","59.38","57","39","5","14","35.71","8","27","29.63","5","62","8.06","7","13","53.85"
"","Kyle Maksimovich","LW","ER","18.522","64","12","20","15","32","47","109","11.01","0.19","0.31","0.23","0.5","0.73","1.7","936.65","14.64","0.77","1.28","0.96","2.05","3.01","6.98","14.59","13.8","62.92","49.87","5.2","66.36","71","36","1","9","11.11","4","19","21.05","7","81","8.64","17","35","48.57"
"","Austen Keating","C","OTT","17.531","67","17","15","12","32","44","99","17.17","0.25","0.22","0.18","0.48","0.66","1.48","981.8","14.65","1.04","0.92","0.73","1.96","2.69","6.05","13.99","13.77","49.0","49.95","7.93","52.63","60","54","4","25","16.0","6","28","21.43","7","46","15.22","134","258","51.94"
"","Brett McKenzie","C","NB","19.516","67","17","15","9","32","41","197","8.63","0.25","0.22","0.13","0.48","0.61","2.94","1036.03","15.46","0.98","0.87","0.52","1.85","2.37","11.41","14.57","13.74","41.98","49.88","5.25","44.25","50","63","1","9","11.11","8","33","24.24","8","155","5.16","377","915","41.2"
"","Aaron Luchuk","C","WSR","19.45","68","19","13","8","32","40","141","13.48","0.28","0.19","0.12","0.47","0.59","2.07","1071.97","15.76","1.06","0.73","0.45","1.79","2.24","7.89","14.43","13.66","53.8","49.96","-0.35","52.43","54","49","6","21","28.57","8","37","21.62","5","83","6.02","408","755","54.04"
"","Ivan Lodnia","RW","ER","17.046","66","20","12","8","32","40","141","14.18","0.3","0.18","0.12","0.48","0.61","2.14","777.58","11.78","1.54","0.93","0.62","2.47","3.09","10.88","14.81","13.67","62.62","51.36","2.1","63.29","50","29","3","22","13.64","8","26","30.77","9","93","9.68","29","69","42.03"
"","Gabriel Vilardi","C","WSR","17.087","49","17","15","6","32","38","112","15.18","0.35","0.31","0.12","0.65","0.78","2.29","807.98","16.49","1.26","1.11","0.45","2.38","2.82","8.32","15.31","13.88","53.69","49.69","10.39","59.26","48","33","4","17","23.53","8","40","20.0","5","55","9.09","71","143","49.65"
"","Nicholas Caamano","RW","FLNT","18.026","67","17","14","13","31","44","170","10.0","0.25","0.21","0.19","0.46","0.66","2.54","1027.17","15.33","0.99","0.82","0.76","1.81","2.57","9.93","14.5","14.06","51.31","52.46","1.37","50.85","60","58","6","32","18.75","7","37","18.92","4","101","3.96","3","11","27.27"
"","Warren Foegele","C","ER/KGN","20.46","61","14","17","12","31","43","168","8.33","0.23","0.28","0.2","0.51","0.7","2.75","913.06","14.97","0.92","1.12","0.79","2.04","2.83","11.04","15.08","13.93","56.94","49.44","7.53","64.44","58","32","7","32","21.88","2","37","5.41","5","99","5.05","374","605","61.82"
"","Lucas Chiodo","LW","BAR","17.879","68","19","12","7","31","38","108","17.59","0.28","0.18","0.1","0.46","0.56","1.59","933.21","13.72","1.22","0.77","0.45","1.99","2.44","6.94","13.22","13.98","44.45","50.61","10.32","47.71","52","57","3","15","20.0","9","27","33.33","7","66","10.61","1","4","25.0"
"","Isaac Ratcliffe","LW","GUE","17.586","67","21","10","6","31","37","133","15.79","0.31","0.15","0.09","0.46","0.55","1.99","961.45","14.35","1.31","0.62","0.37","1.93","2.31","8.3","14.12","14.23","42.65","54.17","16.87","52.78","57","51","3","13","23.08","5","30","16.67","13","90","14.44","10","30","33.33"
"","Matt Luff","RW","HAM","19.368","45","18","13","2","31","33","131","13.74","0.4","0.29","0.04","0.69","0.73","2.91","706.32","15.7","1.53","1.1","0.17","2.63","2.8","11.13","14.79","13.93","53.86","48.59","9.1","60.53","46","30","2","11","18.18","3","15","20.0","13","105","12.38","2","8","25.0"
"","Janne Kuokkanen","C","LDN","18.314","60","19","11","16","30","46","121","15.7","0.32","0.18","0.27","0.5","0.77","2.02","811.93","13.53","1.4","0.81","1.18","2.22","3.4","8.94","14.51","13.99","60.96","50.65","5.68","65.48","55","29","7","17","41.18","8","28","28.57","4","76","5.26","17","42","40.48"
"","Steven Lorentz","C","PBO","20.428","66","17","13","8","30","38","177","9.6","0.26","0.2","0.12","0.45","0.58","2.68","930.33","14.1","1.1","0.84","0.52","1.93","2.45","11.42","13.96","13.95","49.59","49.02","9.52","56.38","53","41","3","18","16.67","3","38","7.89","11","121","9.09","341","636","53.62"
"","Graham Knott","LW","WSR/NIAG","19.675","59","11","19","7","30","37","88","12.5","0.19","0.32","0.12","0.51","0.63","1.49","924.16","15.66","0.71","1.23","0.45","1.95","2.4","5.71","14.46","13.99","51.69","51.52","-0.5","52.04","51","47","5","7","71.43","2","23","8.7","4","58","6.9","303","594","51.01"
"","Logan DeNoble","C","PBO","18.922","67","20","10","6","30","36","119","16.81","0.3","0.15","0.09","0.45","0.54","1.78","907.53","13.55","1.32","0.66","0.4","1.98","2.38","7.87","13.65","13.73","49.89","50.67","3.61","52.22","47","43","5","19","26.32","5","15","33.33","10","85","11.76","48","83","57.83"
"","Anthony Stefano","LW","BAR","20.701","62","13","17","6","30","36","117","11.11","0.21","0.27","0.1","0.48","0.58","1.89","796.2","12.84","0.98","1.28","0.45","2.26","2.71","8.82","13.37","13.97","44.73","50.61","17.62","52.22","47","43","2","17","11.76","5","21","23.81","6","79","7.59","27","61","44.26"
"","Eric Henderson","LW","OSH","18.401","65","13","17","6","30","36","112","11.61","0.2","0.26","0.09","0.46","0.55","1.72","873.59","13.44","0.89","1.17","0.41","2.06","2.47","7.69","13.32","13.45","50.32","48.34","11.21","56.47","48","37","2","14","14.29","5","28","17.86","6","70","8.57","4","8","50.0"
"","Oliver Castleman","LW","NIAG","17.005","66","16","14","5","30","35","102","15.69","0.24","0.21","0.08","0.45","0.53","1.55","916.83","13.89","1.05","0.92","0.33","1.96","2.29","6.68","13.15","13.6","47.05","51.3","-2.05","44.55","45","56","5","11","45.45","5","18","27.78","6","73","8.22","18","53","33.96"
"","Jack Kopacka","RW","SSM","18.536","65","20","10","4","30","34","178","11.24","0.31","0.15","0.06","0.46","0.52","2.74","840.37","12.93","1.43","0.71","0.29","2.14","2.43","12.71","14.22","13.7","54.64","49.34","-1.59","54.95","50","41","3","17","17.65","5","19","26.32","12","142","8.45","1","5","20.0"
"","Drake Rymsha","C","SAR/OTT","18.114","65","21","8","8","29","37","141","14.89","0.32","0.12","0.12","0.45","0.57","2.17","924.92","14.23","1.36","0.52","0.52","1.88","2.4","9.15","13.64","14.07","49.06","50.48","10.61","54.95","61","50","5","20","25.0","5","39","12.82","11","82","13.41","562","947","59.35"
"","Brandon Saigeon","C","HAM","18.259","66","15","14","8","29","37","129","11.63","0.23","0.21","0.12","0.44","0.56","1.95","856.0","12.97","1.05","0.98","0.56","2.03","2.59","9.04","14.14","13.51","52.91","49.88","18.56","67.47","56","27","2","12","16.67","4","24","16.67","9","93","9.68","267","531","50.28"
"","Mitchell Stephens","C","LDN/SAG","19.612","51","14","15","7","29","36","119","11.76","0.27","0.29","0.14","0.57","0.71","2.33","688.02","13.49","1.22","1.31","0.61","2.53","3.14","10.38","14.36","13.94","56.34","51.84","11.63","66.18","45","23","3","13","23.08","6","22","27.27","5","84","5.95","247","505","48.91"
"","Christopher Paquette","C","PBO/NIAG","18.475","66","14","15","6","29","35","162","8.64","0.21","0.23","0.09","0.44","0.53","2.45","923.54","13.99","0.91","0.97","0.39","1.88","2.27","10.52","13.72","13.91","48.7","51.82","12.69","56.38","53","41","2","14","14.29","2","29","6.9","10","119","8.4","315","577","54.59"
"","Darby Llewellyn","LW","KIT","20.162","59","18","11","4","29","33","114","15.79","0.31","0.19","0.07","0.49","0.56","1.93","822.96","13.95","1.31","0.8","0.29","2.11","2.41","8.31","13.72","13.93","48.5","51.03","11.01","55.68","49","39","5","20","25.0","8","31","25.81","5","63","7.94","110","277","39.71"
"","Givani Smith","RW","GUE","18.552","64","17","12","3","29","32","164","10.37","0.27","0.19","0.05","0.45","0.5","2.56","867.86","13.56","1.18","0.83","0.21","2.0","2.21","11.34","14.27","14.26","43.62","53.85","12.52","48.96","47","49","3","16","18.75","3","30","10.0","11","118","9.32","4","9","44.44"
"","Niki Petti","C","HAM","20.093","51","15","13","10","28","38","116","12.93","0.29","0.25","0.2","0.55","0.75","2.27","782.77","15.35","1.15","1.0","0.77","2.15","2.91","8.89","14.8","13.85","54.12","48.25","6.08","57.78","52","38","4","17","23.53","4","23","17.39","7","76","9.21","407","749","54.34"
"","Brady Gilmour","C","SAG","17.416","65","23","5","5","28","33","106","21.7","0.35","0.08","0.08","0.43","0.51","1.63","968.88","14.91","1.42","0.31","0.31","1.73","2.04","6.56","14.18","13.96","48.99","52.07","0.63","47.57","49","54","1","13","7.69","10","23","43.48","12","70","17.14","192","462","41.56"
"","Linus Nyman","LW","KGN","17.186","68","18","10","5","28","33","138","13.04","0.26","0.15","0.07","0.41","0.49","2.03","1062.88","15.63","1.02","0.56","0.28","1.58","1.86","7.79","15.69","13.75","47.91","48.3","14.53","54.65","47","39","5","10","50.0","4","23","17.39","9","105","8.57","12","25","48.0"
"","Anthony Cirelli","C","ER/OSH","19.174","51","19","8","11","27","38","112","16.96","0.37","0.16","0.22","0.53","0.75","2.2","677.58","13.29","1.68","0.71","0.97","2.39","3.36","9.92","14.54","13.93","57.9","49.59","8.21","68.57","48","22","4","18","22.22","9","25","36.0","6","69","8.7","387","661","58.55"
"","Kyle Pettit","C","ER","20.66","66","14","13","8","27","35","82","17.07","0.21","0.2","0.12","0.41","0.53","1.24","760.64","11.52","1.1","1.03","0.63","2.13","2.76","6.47","13.94","13.57","61.18","48.41","-5.13","59.21","45","31","3","11","27.27","5","32","15.62","6","39","15.38","467","790","59.11"
"","Ryan Valentini","C","SBY","19.179","66","12","15","5","27","32","139","8.63","0.18","0.23","0.08","0.41","0.48","2.11","912.78","13.83","0.79","0.99","0.33","1.77","2.1","9.14","13.45","13.53","45.07","50.05","2.87","47.42","46","51","4","11","36.36","6","31","19.35","2","97","2.06","135","306","44.12"
"","Domenico Commisso","C","OSH","18.574","68","10","16","9","26","35","113","8.85","0.15","0.24","0.13","0.38","0.51","1.66","880.58","12.95","0.68","1.09","0.61","1.77","2.38","7.7","13.17","13.56","49.5","48.76","7.26","53.57","45","39","1","12","8.33","7","22","31.82","2","79","2.53","386","728","53.02"
"","Troy Lajeunesse","C","SAR","19.327","65","15","11","8","26","34","108","13.89","0.23","0.17","0.12","0.4","0.52","1.66","935.26","14.39","0.96","0.71","0.51","1.67","2.18","6.93","13.76","13.83","50.16","51.82","-0.61","48.31","57","61","5","13","38.46","4","13","30.77","6","82","7.32","231","411","56.2"
"","Joseph Garreffa","RW","KIT","17.106","68","16","10","8","26","34","93","17.2","0.24","0.15","0.12","0.38","0.5","1.37","1091.99","16.06","0.88","0.55","0.44","1.43","1.87","5.11","13.92","13.69","49.36","50.53","-4.97","45.53","56","67","2","13","15.38","1","12","8.33","13","68","19.12","44","98","44.9"
"","Adam Ruzicka","C","SAR","17.353","61","18","8","7","26","33","125","14.4","0.3","0.13","0.11","0.43","0.54","2.05","801.4","13.14","1.35","0.6","0.52","1.95","2.47","9.36","13.57","13.82","49.45","50.56","-3.64","47.42","46","51","4","15","26.67","7","30","23.33","7","80","8.75","328","724","45.3"
"","Ethan Szypula","C","OS","19.634","64","9","17","5","26","31","105","8.57","0.14","0.27","0.08","0.41","0.48","1.64","875.78","13.68","0.62","1.16","0.34","1.78","2.12","7.19","14.41","13.88","61.61","51.53","-5.8","57.14","48","36","2","15","13.33","2","16","12.5","5","74","6.76","295","624","47.28"
"","Spencer Watson","RW","MISS","20.395","41","19","7","5","26","31","121","15.7","0.46","0.17","0.12","0.63","0.76","2.95","631.35","15.4","1.81","0.67","0.48","2.47","2.95","11.5","14.96","13.46","57.71","47.81","12.43","67.24","39","19","2","10","20.0","5","18","27.78","12","93","12.9","7","16","43.75"
"","Zach Gallant","C","PBO","17.534","60","11","15","3","26","29","102","10.78","0.18","0.25","0.05","0.43","0.48","1.7","773.5","12.89","0.85","1.16","0.23","2.02","2.25","7.91","13.84","13.86","50.06","50.74","-3.13","47.37","36","40","3","18","16.67","2","10","20.0","6","74","8.11","507","832","60.94"
"","Jaden Lindo","RW","SAR","20.682","58","15","11","2","26","28","93","16.13","0.26","0.19","0.03","0.45","0.48","1.6","773.82","13.34","1.16","0.85","0.16","2.02","2.17","7.21","13.4","13.84","49.07","51.73","-2.22","48.45","47","50","5","14","35.71","6","29","20.69","4","50","8.0","0","2","0.0"
"","Conor Timmins","D","SSM","17.996","67","4","21","19","25","44","84","4.76","0.06","0.31","0.28","0.37","0.66","1.25","1079.69","16.11","0.22","1.17","1.06","1.39","2.45","4.67","13.63","13.57","54.2","47.93","15.65","65.65","86","45","1","6","16.67","1","6","16.67","2","72","2.78","2","5","40.0"
"","Ben Jones","C","NIAG","17.555","63","10","15","10","25","35","83","12.05","0.16","0.24","0.16","0.4","0.56","1.32","859.49","13.64","0.7","1.05","0.7","1.75","2.44","5.79","13.55","13.8","46.61","51.07","7.61","50.54","47","46","3","17","17.65","2","10","20.0","5","56","8.93","383","782","48.98"
"","David Levin","LW","SBY","17.002","66","13","12","9","25","34","112","11.61","0.2","0.18","0.14","0.38","0.52","1.7","961.89","14.57","0.81","0.75","0.56","1.56","2.12","6.99","13.2","13.44","44.78","48.53","-4.97","42.45","45","61","2","8","25.0","5","21","23.81","6","83","7.23","334","760","43.95"
"","Roy Radke","RW","BAR","19.768","45","20","5","4","25","29","110","18.18","0.44","0.11","0.09","0.56","0.64","2.44","654.35","14.54","1.83","0.46","0.37","2.29","2.66","10.09","12.54","13.59","41.31","48.81","1.46","42.31","33","45","7","11","63.64","2","20","10.0","11","79","13.92","8","22","36.36"
"","Maurizio Colella","LW","NB/FLNT","19.491","65","17","7","12","24","36","112","15.18","0.26","0.11","0.18","0.37","0.55","1.72","971.28","14.94","1.05","0.43","0.74","1.48","2.22","6.92","15.45","13.94","49.2","50.96","7.01","52.68","59","53","7","20","35.0","5","21","23.81","5","71","7.04","11","20","55.0"
"","Allan McShane","C","ER/OSH","16.589","62","14","10","11","24","35","91","15.38","0.23","0.16","0.18","0.39","0.56","1.47","817.71","13.19","1.03","0.73","0.81","1.76","2.57","6.68","13.9","13.66","55.91","49.61","9.75","59.52","50","34","3","10","30.0","3","12","25.0","8","69","11.59","311","586","53.07"
"","Patrick White","C","OTT","20.592","68","15","9","9","24","33","113","13.27","0.22","0.13","0.13","0.35","0.49","1.66","800.59","11.77","1.12","0.67","0.67","1.8","2.47","8.47","13.58","13.86","48.76","49.67","9.48","54.32","44","37","2","18","11.11","8","37","21.62","5","58","8.62","399","819","48.72"
"","Cordell James","C","OS/BAR","20.258","64","18","6","7","24","31","126","14.29","0.28","0.09","0.11","0.38","0.48","1.97","793.17","12.39","1.36","0.45","0.53","1.82","2.35","9.53","13.73","13.55","52.99","49.01","6.34","53.66","44","38","3","19","15.79","5","31","16.13","10","76","13.16","515","960","53.65"
"","Owen MacDonald","C","LDN","20.315","61","13","11","7","24","31","90","14.44","0.21","0.18","0.11","0.39","0.51","1.48","817.73","13.41","0.95","0.81","0.51","1.76","2.27","6.6","13.76","13.81","60.06","50.99","-9.74","54.76","46","38","3","10","30.0","2","16","12.5","8","64","12.5","412","734","56.13"
"","Zachary Magwood","C","BAR","18.404","64","14","10","5","24","29","99","14.14","0.22","0.16","0.08","0.38","0.45","1.55","890.65","13.92","0.94","0.67","0.34","1.62","1.95","6.67","12.66","13.72","40.78","50.21","-1.45","40.38","42","62","3","7","42.86","2","21","9.52","9","71","12.68","18","33","54.55"
"","Cristiano DiGiacinto","LW","WSR","20.685","47","10","14","2","24","26","108","9.26","0.21","0.3","0.04","0.51","0.55","2.3","626.64","13.33","0.96","1.34","0.19","2.3","2.49","10.34","15.3","13.62","53.55","49.87","25.29","74.55","41","14","5","16","31.25","2","32","6.25","3","60","5.0","1","2","50.0"
